Mfg,Ball,PracticeDtTm,Carry,Total_Distance,Ball_Speed,Back_Spin,Side_Spin,HLA,VLA,Decent,Distance_To_Pin,Peak_Height,Offline,raw_Spin_Axis,raw_Carry_Game,raw_Carry_LM,Club,Club_Speed,Path,AoA,Face_To_Target,Face_To_Path,Lie,Loft,Dynamic_Loft,CR,HI,VI,Smash_Factor
PGX One Length,Callaway Hex Soft,2023-01-29 19:30:16,28.6,42.9,41.4,3808.9,0.0,-11.8,23.1,25.9,53.26 yds,3.3,-5.8,0.0,28.4,0.0,PW,38.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGX One Length,Callaway Hex Soft,2023-01-29 19:30:16,103.6,116.6,83.7,4610.7,957.3,0.4,18.7,33.5,23.49 yds,13.5,7.2,12.0,103.4,0.0,PW,76.0,-8.8,0.0,1.8,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGX One Length,Callaway Hex Soft,2023-01-29 19:30:16,102.4,107.9,84.2,7199.1,795.5,0.1,33.7,52.9,14.17 yds,29.7,4.5,6.3,102.3,0.0,PW,77.3,-7.4,0.0,1.2,-8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGX One Length,Callaway Hex Soft,2023-01-29 19:30:16,103.1,108.6,83.8,6942.0,-446.5,-8.3,32.4,51.5,22.22 yds,28.2,-17.3,-3.7,103.1,0.0,PW,80.1,-4.2,0.0,-9.4,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGX One Length,Callaway Hex Soft,2023-01-29 19:30:16,73.2,76.5,67.3,9024.1,447.1,-1.0,36.5,51.7,18 yds,20.6,-0.2,2.8,73.1,0.0,PW,80.1,-5.1,0.0,-0.4,-4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGX One Length,Callaway Hex Soft,2023-01-29 19:30:16,95.4,98.8,79.5,8243.6,-4.2,-6.8,32.2,51.2,12.18 yds,25.3,-11.2,-0.0,95.3,0.0,PW,75.6,-6.7,0.0,-7.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGX One Length,Callaway Hex Soft,2023-01-29 19:30:16,69.5,75.9,63.9,5740.6,1508.5,8.8,37.7,49.6,26.46 yds,18.7,15.1,15.2,69.4,0.0,PW,76.8,-5.6,0.0,11.5,-17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGX One Length,Callaway Hex Soft,2023-01-29 19:30:16,115.5,130.7,97.7,3512.3,1261.7,2.8,10.7,21.0,40.41 yds,8.6,17.3,21.1,115.1,0.0,PW,75.9,-9.3,0.0,4.9,-14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGX One Length,Callaway Hex Soft,2023-01-29 19:30:16,81.2,86.4,72.6,6706.7,685.9,-3.4,39.4,54.9,25.17 ft,26.0,-2.1,5.9,81.1,0.0,PW,75.3,-10.0,0.0,-2.6,-7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGX One Length,Callaway Hex Soft,2023-01-29 19:30:16,54.2,59.2,56.8,5818.1,254.7,-7.4,45.7,55.4,36.42 yds,18.8,-6.5,2.5,54.1,0.0,PW,75.9,-9.9,0.0,-7.5,-2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGX One Length,Callaway Hex Soft,2023-01-29 19:30:16,100.0,106.1,82.6,6285.5,64.5,-5.7,35.3,53.5,15.07 yds,29.9,-9.6,0.6,100.0,0.0,PW,75.8,-6.4,0.0,-6.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGX One Length,Callaway Hex Soft,2023-01-29 19:30:16,93.1,99.4,77.5,7775.9,-869.4,-10.7,31.3,49.6,22.61 yds,23.0,-20.9,-6.4,93.0,0.0,PW,78.3,-2.6,0.0,-12.7,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGX One Length,Callaway Hex Soft,2023-01-29 19:30:16,90.5,96.0,77.9,5037.0,2111.6,12.6,20.2,32.0,32.41 yds,12.0,29.8,24.8,90.3,0.0,PW,77.7,-7.2,0.0,15.0,-22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGX One Length,Callaway Hex Soft,2023-01-29 19:30:16,88.1,102.7,77.8,4839.2,2127.2,10.0,18.6,29.2,30.96 yds,10.5,25.1,26.1,87.9,0.0,PW,76.5,-10.4,0.0,13.7,-24.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGX One Length,Callaway Hex Soft,2023-01-29 19:30:16,111.0,125.2,87.2,5431.4,1044.4,5.6,19.5,36.2,35.83 yds,16.2,18.1,11.1,110.8,0.0,PW,78.2,-4.1,0.0,7.5,-11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGX One Length,Callaway Hex Soft,2023-01-29 19:30:16,72.1,75.8,66.6,8904.0,25.5,-9.5,36.8,52.1,23.38 yds,20.4,-11.9,0.2,71.9,0.0,PW,76.2,-9.8,0.0,-10.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGX One Length,Callaway Hex Soft,2023-01-29 19:30:16,92.8,96.9,77.9,7348.7,-677.1,-8.2,33.9,51.2,17.02 yds,25.5,-16.2,-5.3,92.8,0.0,PW,72.3,-1.3,0.0,-9.8,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
