Carry,TotalDistance,BallSpeed,BackSpin,SideSpin,HLA,VLA,Decent,DistanceToPin,PeakHeight,Offline,rawSpinAxis,rawCarryGame,rawCarryLM,Club,ClubSpeed,Path,AoA,FaceToTarget,FaceToPath,Lie,Loft,DynamicLoft,CR,HI,VI,SmashFactor
144.7453,163.5232,102.6264,3229.373,196.0323,-1.30366,15.8617,33.48517,16.86 ft,17.74517,-0.1994628,3.48016,144.632,0,I4,75.61862,-3.793087,0,-1.009276,-2.783811,0,0,0,0,0,0,0
152.9775,167.6233,106.1481,3697.92,-7.85608,1.953038,16.76199,37.48337,17.38 ft,21.44094,5.085027,-0.1217226,152.9352,0,I4,79.5984,2.047963,0,2.065663,-0.01770067,0,0,0,0,0,0,0
141.3198,154.8822,103.2946,6011.96,411.3265,0.05848277,18.38112,42.19175,15.24 yds,23.81074,4.386851,3.92313,141.2949,0,I4,81.19376,-3.645784,0,0.6265578,-4.272342,0,0,0,0,0,0,0
133.7976,149.251,98.1823,4540.291,471.1432,3.77257,17.23352,36.84829,26.29 yds,18.63943,13.97266,5.95627,133.6454,0,I4,80.59731,-1.867727,0,4.877237,-6.744965,0,0,0,0,0,0,0
155.9895,172.9218,108.0313,4162.204,411.4069,2.488694,17.63279,39.95665,15.55 yds,24.19043,13.18253,5.67258,155.7998,0,I4,80.94319,-2.118305,0,3.352417,-5.470722,0,0,0,0,0,0,0
165.7452,180.1894,112.6052,3767.692,337.6575,-2.608621,16.00379,38.71003,11.09 yds,23.65932,-1.321057,5.1417,165.6455,0,I4,85.36818,-5.989487,0,-2.263359,-3.726128,0,0,0,0,0,0,0
