Carry,TotalDistance,BallSpeed,BackSpin,SideSpin,HLA,VLA,Decent,DistanceToPin,PeakHeight,Offline,rawSpinAxis,rawCarryGame,rawCarryLM,Club,ClubSpeed,Path,AoA,FaceToTarget,FaceToPath,Lie,Loft,DynamicLoft,CR,HI,VI,SmashFactor
176.7012,194.638,116.6844,3534.456,-128.8883,-2.90191,17.36376,41.45698,17.09 yds,28.04933,-11.74723,-2.089824,176.6021,0,I4,78.87427,-1.707051,0,-3.272751,1.5657,0,0,0,0,0,0,0
163.6152,178.3958,113.3167,4857.492,-326.363,-2.35126,17.3607,43.32632,30.18 yds,27.45658,-11.75832,-3.852465,163.5529,0,I4,83.93197,0.4919711,0,-2.937366,3.429337,0,0,0,0,0,0,0
152.5022,163.2646,110.4292,6501.992,-214.7856,-2.471117,20.19084,47.92109,43.21 yds,31.04869,-9.04173,-1.893043,152.4126,0,I4,86.18765,-0.6489046,0,-2.90949,2.260586,0,0,0,0,0,0,0
171.3157,187.5393,115.6937,4012.834,145.7811,0.2575302,15.74561,40.16533,18.02 yds,25.33036,3.505932,2.08194,171.1796,0,I4,85.77363,-0.9852333,0,0.4635975,-1.448831,0,0,0,0,0,0,0
136.4149,151.7958,101.4631,5384.554,876.9989,5.129163,15.36506,36.19469,60.29 yds,18.09501,20.98538,9.3737,136.2898,0,I4,85.73048,-2.350836,0,6.602345,-8.953181,0,0,0,0,0,0,0
170.8726,183.0532,118.3052,5279.026,13.40952,-2.938069,19.15477,47.62574,24.03 yds,33.93289,-8.540902,0.14554,170.8618,0,I4,86.12891,-3.05192,0,-3.111907,0.05998707,0,0,0,0,0,0,0
