Carry,TotalDistance,BallSpeed,BackSpin,SideSpin,HLA,VLA,Decent,DistanceToPin,PeakHeight,Offline,rawSpinAxis,rawCarryGame,rawCarryLM,Club,ClubSpeed,Path,AoA,FaceToTarget,FaceToPath,Lie,Loft,DynamicLoft,CR,HI,VI,SmashFactor
121.9282,128.6141,93.68507,6687.732,308.0978,-3.169847,27.70114,50.5191,23.01 ft,29.94096,-4.346698,2.6405,121.8821,0,I8,75.27875,-6.162477,0,-2.920244,-3.242233,0,0,0,0,0,0,0
118.4813,123.8478,94.34851,7814.71,456.668,-1.843243,30.59883,53.47318,10.92 yds,33.93252,-0.6828663,3.3501,118.4544,0,I8,75.66809,-6.256156,0,-1.290966,-4.96519,0,0,0,0,0,0,0
124.1905,127.9332,99.07111,8139.002,665.043,-1.718112,30.61126,54.83005,20.85 ft,37.47435,1.168315,4.6869,124.1734,0,I8,80.55943,-7.754398,0,-0.9104049,-6.843993,0,0,0,0,0,0,0
132.7695,139.616,102.4383,7138.986,314.2164,-1.745643,29.05742,53.94663,15.02 ft,37.97861,-1.223248,2.52264,132.6995,0,I8,78.53642,-4.67113,0,-1.413594,-3.257536,0,0,0,0,0,0,0
116.5112,124.9648,90.46291,5831.192,1267.849,4.800787,30.76543,51.40416,24.67 yds,30.63028,19.76856,12.55786,116.5248,0,I8,80.48791,-6.717189,0,6.867705,-13.58489,0,0,0,0,0,0,0
121.7759,126.8827,95.65685,8032.845,-110.5571,-0.4546673,28.47603,52.4783,24.28 ft,32.52857,-1.735538,-0.7885945,121.7558,0,I8,78.37271,0.5768121,0,-0.6413776,1.21819,0,0,0,0,0,0,0
136.4212,141.9174,104.5377,6865.753,-441.6168,0.06145886,29.06579,54.18359,25.09 ft,39.50196,-4.142228,-3.687907,136.3636,0,I8,78.46862,4.176633,0,-0.5614049,4.738038,0,0,0,0,0,0,0
