Carry,TotalDistance,BallSpeed,BackSpin,SideSpin,HLA,VLA,Decent,DistanceToPin,PeakHeight,Offline,rawSpinAxis,rawCarryGame,rawCarryLM,Club,ClubSpeed,Path,AoA,FaceToTarget,FaceToPath,Lie,Loft,DynamicLoft,CR,HI,VI,SmashFactor
158.0379,169.3141,110.988,5195.717,309.296,0.4488096,17.81941,43.41124,21.71 yds,27.0599,5.555758,3.41278,158.0237,0,I5,84.91579,-2.214523,0,0.8837183,-3.098242,0,0,0,0,0,0,0
152.4076,161.8905,109.9334,6250.521,618.4955,1.062522,19.73495,46.94827,17.16 yds,29.82299,10.09082,5.67877,152.3969,0,I5,85.59313,-4.221165,0,1.936523,-6.157688,0,0,0,0,0,0,0
153.88,166.6429,107.768,4237.051,-330.6937,-5.556914,16.10208,38.69249,27.53 yds,21.77866,-19.78312,-4.476377,153.7317,0,I5,77.97509,-2.455865,0,-6.390886,3.935021,0,0,0,0,0,0,0
159.7004,171.2923,111.7585,5157.969,189.4119,-0.2934905,17.87964,44.12095,22.98 yds,27.62382,1.891084,2.1045,159.5812,0,I5,83.90951,-1.944048,0,-0.06115931,-1.882888,0,0,0,0,0,0,0
124.3275,138.0366,93.57946,5637.378,894.6124,3.706064,20.64287,41.27346,21.43 yds,20.94898,15.61824,9.13104,124.2387,0,I5,83.61118,-4.117573,0,5.13899,-9.256563,0,0,0,0,0,0,0
125.2069,147.5532,109.6701,3392.146,1156.419,2.740116,6.404809,16.05083,23.71 yds,6.167801,18.06936,19.93237,124.8604,0,I5,88.96589,-6.764404,0,4.366237,-11.13064,0,0,0,0,0,0,0
148.1669,160.1718,106.661,5653.35,580.0494,-0.2301463,17.72204,41.95166,13.63 yds,24.54532,6.180126,5.88907,148.0753,0,I5,84.68549,-5.238483,0,0.517796,-5.756279,0,0,0,0,0,0,0
163.7039,176.1466,112.9877,4497.14,485.27,0.6905774,16.3188,40.79686,29.55 yds,25.14033,9.792918,6.19464,163.5268,0,I5,84.30373,-3.518395,0,1.376665,-4.89506,0,0,0,0,0,0,0
